score10	date	path	module	total_importers	canonical_importers	in_canonical_all	days_stale
0034	2026-02-21	lean/InfoGeometry/Assumptions.lean	InfoGeometry.Assumptions	0	0	0	14
0033	2026-03-06	lean/InfoGeometry/Singular/KreinNaturalFlow.lean	InfoGeometry.Singular.KreinNaturalFlow	2	1	0	1
0033	2026-03-06	lean/InfoGeometry/Krein/OrthogonalGroup.lean	InfoGeometry.Krein.OrthogonalGroup	2	1	0	1
0033	2026-03-06	lean/InfoGeometry/Krein/Clifford.lean	InfoGeometry.Krein.Clifford	2	1	0	1
0033	2026-02-25	lean/InfoGeometry/ExponentialFamily/KLBregman.lean	InfoGeometry.ExponentialFamily.KLBregman	1	0	0	10
0033	2026-02-22	lean/InfoGeometry/ExponentialFamily/Analytic/Softmax.lean	InfoGeometry.ExponentialFamily.Analytic.Softmax	0	0	0	13
0032	2026-02-26	lean/InfoGeometry/Library.lean	InfoGeometry.Library	1	0	0	9
0030	2026-03-06	lean/InfoGeometry/Quantum/Fierz.lean	InfoGeometry.Quantum.Fierz	1	1	0	1
0030	2026-03-06	lean/InfoGeometry/Krein/Grading.lean	InfoGeometry.Krein.Grading	3	0	0	1
0030	2026-03-06	lean/InfoGeometry/Krein/CartanDecomposition.lean	InfoGeometry.Krein.CartanDecomposition	1	1	0	1
0030	2026-03-06	lean/InfoGeometry/Cartan/Involution.lean	InfoGeometry.Cartan.Involution	3	0	0	1
0030	2026-03-03	lean/InfoGeometry/Singular/CartanWiring.lean	InfoGeometry.Singular.CartanWiring	2	0	0	4
0030	2026-02-25	lean/InfoGeometry/ExponentialFamily.lean	InfoGeometry.ExponentialFamily	0	0	0	10
0029	2026-02-26	lean/InfoGeometry/ExponentialFamily/TwistedGaussian.lean	InfoGeometry.ExponentialFamily.TwistedGaussian	0	0	0	9
0029	2026-02-26	lean/InfoGeometry/ExponentialFamily/GaussianLadder.lean	InfoGeometry.ExponentialFamily.GaussianLadder	0	0	0	9
0028	2026-02-27	lean/InfoGeometry/generalizedKL.lean	InfoGeometry.generalizedKL	0	0	0	8
0028	2026-02-27	lean/InfoGeometry/SuperUnified.lean	InfoGeometry.SuperUnified	0	0	0	8
0027	2026-02-28	lean/InfoGeometry/Singular.lean	InfoGeometry.Singular	0	0	0	7
0027	2026-02-28	lean/InfoGeometry/Krein/Superphysics.lean	InfoGeometry.Krein.Superphysics	0	0	0	7
0027	2026-02-28	lean/InfoGeometry/Krein/Representation.lean	InfoGeometry.Krein.Representation	0	0	0	7
0027	2026-02-28	lean/InfoGeometry/Krein/Dilation.lean	InfoGeometry.Krein.Dilation	0	0	0	7
0027	2026-02-28	lean/InfoGeometry/Causal/Cones.lean	InfoGeometry.Causal.Cones	0	0	0	7
0027	2026-02-28	lean/InfoGeometry/Cartan.lean	InfoGeometry.Cartan	0	0	0	7
0025	2026-03-02	lean/InfoGeometry/GraphExport.lean	InfoGeometry.GraphExport	0	0	0	5
0025	2026-03-02	lean/InfoGeometry/Foo.lean	InfoGeometry.Foo	0	0	0	5
0025	2026-03-02	lean/InfoGeometry/Bar.lean	InfoGeometry.Bar	0	0	0	5
0024	2026-03-03	lean/InfoGeometry/Twistor/Incidence.lean	InfoGeometry.Twistor.Incidence	0	0	0	4
0024	2026-03-03	lean/InfoGeometry/Singular/NormalAnomaly.lean	InfoGeometry.Singular.NormalAnomaly	0	0	0	4
0024	2026-03-03	lean/InfoGeometry/Singular/NaturalGradient.lean	InfoGeometry.Singular.NaturalGradient	0	0	0	4
0024	2026-03-03	lean/InfoGeometry/Generated.lean	InfoGeometry.Generated	0	0	0	4
0021	2026-03-06	lean/InfoGeometry/Singular/UnitaryBridge.lean	InfoGeometry.Singular.UnitaryBridge	0	0	0	1
0021	2026-03-06	lean/InfoGeometry/Singular/AnomalyGauge.lean	InfoGeometry.Singular.AnomalyGauge	0	0	0	1
0021	2026-03-06	lean/InfoGeometry/Krein/TestTimeout.lean	InfoGeometry.Krein.TestTimeout	0	0	0	1
0021	2026-03-06	lean/InfoGeometry/Krein/State.lean	InfoGeometry.Krein.State	0	0	0	1
0021	2026-03-06	lean/InfoGeometry/Krein/README.lean	InfoGeometry.Krein.README	0	0	0	1
0021	2026-03-06	lean/InfoGeometry/Krein/ExponentialIsometry.lean	InfoGeometry.Krein.ExponentialIsometry	0	0	0	1
0021	2026-03-06	lean/InfoGeometry/Krein/Category.lean	InfoGeometry.Krein.Category	0	0	0	1
0021	2026-03-06	lean/InfoGeometry/Causal/MirrorAlignment.lean	InfoGeometry.Causal.MirrorAlignment	0	0	0	1
0021	2026-03-06	lean/InfoGeometry/BlueprintTags.lean	InfoGeometry.BlueprintTags	0	0	0	1
